"score_id"	"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"hallmark_inflammatory_response"	"AHR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000106546"	99
"hallmark_inflammatory_response"	"APLNR"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000134817"	99
"hallmark_inflammatory_response"	"AQP9"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000103569"	99
"hallmark_inflammatory_response"	"ATP2A2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000174437"	99
"hallmark_inflammatory_response"	"ATP2B1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000070961"	99
"hallmark_inflammatory_response"	"ATP2C1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000017260"	99
"hallmark_inflammatory_response"	"AXL"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000167601"	99
"hallmark_inflammatory_response"	"BDKRB1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000100739"	99
"hallmark_inflammatory_response"	"BEST1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000167995"	99
"hallmark_inflammatory_response"	"BST2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000130303"	99
"hallmark_inflammatory_response"	"BTG2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000159388"	99
"hallmark_inflammatory_response"	"C3AR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000171860"	99
"hallmark_inflammatory_response"	"C5AR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000197405"	99
"hallmark_inflammatory_response"	"CALCRL"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000064989"	99
"hallmark_inflammatory_response"	"CCL17"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000102970"	99
"hallmark_inflammatory_response"	"CCL2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000108691"	99
"hallmark_inflammatory_response"	"CCL20"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000115009"	99
"hallmark_inflammatory_response"	"CCL22"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000102962"	99
"hallmark_inflammatory_response"	"CCL24"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000106178"	99
"hallmark_inflammatory_response"	"CCL5"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000271503"	99
"hallmark_inflammatory_response"	"CCL7"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000108688"	99
"hallmark_inflammatory_response"	"CCR7"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000126353"	99
"hallmark_inflammatory_response"	"CCRL2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000121797"	99
"hallmark_inflammatory_response"	"CD14"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000170458"	99
"hallmark_inflammatory_response"	"CD40"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000101017"	99
"hallmark_inflammatory_response"	"CD48"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000117091"	99
"hallmark_inflammatory_response"	"CD55"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000196352"	99
"hallmark_inflammatory_response"	"CD69"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000110848"	99
"hallmark_inflammatory_response"	"CD70"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000125726"	99
"hallmark_inflammatory_response"	"CD82"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000085117"	99
"hallmark_inflammatory_response"	"CDKN1A"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000124762"	99
"hallmark_inflammatory_response"	"CHST2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000175040"	99
"hallmark_inflammatory_response"	"CLEC5A"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000258227"	99
"hallmark_inflammatory_response"	"CMKLR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000174600"	99
"hallmark_inflammatory_response"	"CSF1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000184371"	99
"hallmark_inflammatory_response"	"CSF3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000108342"	99
"hallmark_inflammatory_response"	"CSF3R"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000119535"	99
"hallmark_inflammatory_response"	"CX3CL1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000006210"	99
"hallmark_inflammatory_response"	"CXCL10"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000169245"	99
"hallmark_inflammatory_response"	"CXCL11"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000169248"	99
"hallmark_inflammatory_response"	"CXCL6"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000124875"	99
"hallmark_inflammatory_response"	"CXCL8"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000169429"	99
"hallmark_inflammatory_response"	"CXCL9"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000138755"	99
"hallmark_inflammatory_response"	"CXCR6"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000172215"	99
"hallmark_inflammatory_response"	"CYBB"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000165168"	99
"hallmark_inflammatory_response"	"DCBLD2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000057019"	99
"hallmark_inflammatory_response"	"EBI3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000105246"	99
"hallmark_inflammatory_response"	"EDN1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000078401"	99
"hallmark_inflammatory_response"	"EIF2AK2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000055332"	99
"hallmark_inflammatory_response"	"EMP3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000142227"	99
"hallmark_inflammatory_response"	"EREG"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000124882"	99
"hallmark_inflammatory_response"	"F3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000117525"	99
"hallmark_inflammatory_response"	"FFAR2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000126262"	99
"hallmark_inflammatory_response"	"FPR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000171051"	99
"hallmark_inflammatory_response"	"FZD5"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000163251"	99
"hallmark_inflammatory_response"	"GABBR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000204681"	99
"hallmark_inflammatory_response"	"GCH1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000131979"	99
"hallmark_inflammatory_response"	"GNA15"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000060558"	99
"hallmark_inflammatory_response"	"GNAI3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000065135"	99
"hallmark_inflammatory_response"	"GP1BA"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000185245"	99
"hallmark_inflammatory_response"	"GPC3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000147257"	99
"hallmark_inflammatory_response"	"GPR132"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000183484"	99
"hallmark_inflammatory_response"	"GPR183"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000169508"	99
"hallmark_inflammatory_response"	"HAS2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000170961"	99
"hallmark_inflammatory_response"	"HBEGF"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000113070"	99
"hallmark_inflammatory_response"	"HIF1A"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000100644"	99
"hallmark_inflammatory_response"	"HPN"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000105707"	99
"hallmark_inflammatory_response"	"HRH1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000196639"	99
"hallmark_inflammatory_response"	"ICAM1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000090339"	99
"hallmark_inflammatory_response"	"ICAM4"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000105371"	99
"hallmark_inflammatory_response"	"ICOSLG"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000160223"	99
"hallmark_inflammatory_response"	"IFITM1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000185885"	99
"hallmark_inflammatory_response"	"IFNAR1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000142166"	99
"hallmark_inflammatory_response"	"IFNGR2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000159128"	99
"hallmark_inflammatory_response"	"IL10"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000136634"	99
"hallmark_inflammatory_response"	"IL10RA"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000110324"	99
"hallmark_inflammatory_response"	"IL12B"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000113302"	99
"hallmark_inflammatory_response"	"IL15"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000164136"	99
"hallmark_inflammatory_response"	"IL15RA"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000134470"	99
"hallmark_inflammatory_response"	"IL18"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000150782"	99
"hallmark_inflammatory_response"	"IL18R1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000115604"	99
"hallmark_inflammatory_response"	"IL18RAP"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000115607"	99
"hallmark_inflammatory_response"	"IL1A"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000115008"	99
"hallmark_inflammatory_response"	"IL1B"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000125538"	99
"hallmark_inflammatory_response"	"IL1R1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000115594"	99
"hallmark_inflammatory_response"	"IL2RB"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000100385"	99
"hallmark_inflammatory_response"	"IL4R"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000077238"	99
"hallmark_inflammatory_response"	"IL6"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000136244"	99
"hallmark_inflammatory_response"	"IL7R"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000168685"	99
"hallmark_inflammatory_response"	"INHBA"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000122641"	99
"hallmark_inflammatory_response"	"IRAK2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000134070"	99
"hallmark_inflammatory_response"	"IRF1"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000125347"	99
"hallmark_inflammatory_response"	"IRF7"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000185507"	99
"hallmark_inflammatory_response"	"ITGA5"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000161638"	99
"hallmark_inflammatory_response"	"ITGB3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000259207"	99
"hallmark_inflammatory_response"	"ITGB8"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000105855"	99
"hallmark_inflammatory_response"	"KCNA3"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000177272"	99
"hallmark_inflammatory_response"	"KCNJ2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000123700"	99
"hallmark_inflammatory_response"	"KCNMB2"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000197584"	99
"hallmark_inflammatory_response"	"KIF1B"	"HALLMARK_INFLAMMATORY_RESPONSE"	"msigdb::M5932"	"Genes defining inflammatory response.,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_INFLAMMATORY_RESPONSE.html"	"ENSG00000054523"	99
